400806 C_AND_G_SAVINGS_BANK DEBIT CLASSIC UNITED_STATES_OF_AMERICA
400807 BULL_DOG_F.C.U. DEBIT CLASSIC UNITED_STATES_OF_AMERICA
400808 C.U._OF_NEW_JERSEY DEBIT CLASSIC UNITED_STATES_OF_AMERICA
400809 FIRST_NATIONAL_BANK_OF_WYOMING DEBIT CLASSIC UNITED_STATES_OF_AMERICA
400811 PENTAGON_F.C.U. N/A N/A UNITED_STATES_OF_AMERICA
400812 WACHOVIA_BANK_N.A. DEBIT CLASSIC UNITED_STATES_OF_AMERICA
400814 WACHOVIA_BANK_N.A. DEBIT GOLD/PREM UNITED_STATES_OF_AMERICA
400815 WACHOVIA_BANK_N.A. N/A N/A UNITED_STATES_OF_AMERICA
400817 COLONIAL_BANK N/A N/A UNITED_STATES_OF_AMERICA
400821 WACHOVIA_BANK_N.A. DEBIT CLASSIC UNITED_STATES_OF_AMERICA
400822 WACHOVIA_BANK_N.A. DEBIT GOLD/PREM UNITED_STATES_OF_AMERICA
400823 WACHOVIA_BANK_N.A. N/A N/A UNITED_STATES_OF_AMERICA
400825 BANK_OF_HAWAII N/A N/A UNITED_STATES_OF_AMERICA
400826 NATIONAL_CITY_BANK N/A N/A UNITED_STATES_OF_AMERICA
400827 THE_GOLDEN_1_C.U. N/A N/A UNITED_STATES_OF_AMERICA
400828 FLEET_NATIONAL_BANK N/A N/A UNITED_STATES_OF_AMERICA
400844 LLOYDS_TSB_BANK_PLC PREPAID VISA_CASH UNITED_KINGDOM
400867 BUFFALO_METROPOLITAN_F.C.U. DEBIT CLASSIC UNITED_STATES_OF_AMERICA
400869 CAJA_RURAL_NUESTRA_SENORA_DEL_ROSARIO_DENUEVA_CARTEYA DEBIT ELECTRON SPAIN
400870 CHITTENDEN_BANK N/A N/A UNITED_STATES_OF_AMERICA
400871 CARD_SERVICES_FOR_C.U.S,_INC CREDIT PLATINUM UNITED_STATES_OF_AMERICA
400872 UNION_BANK_AND_TRUST_COMPANY CREDIT BUSINESS UNITED_STATES_OF_AMERICA
400873 WILMINGTON_TRUST_COMPANY CREDIT BUSINESS UNITED_STATES_OF_AMERICA
400874 EGNATIA_BANK_S.A. CREDIT GOLD/PREM GREECE
400875 BANK_OF_MOUNT_HOPE,INCORPORATED DEBIT CLASSIC UNITED_STATES_OF_AMERICA
400876 THE_NATIONAL_BANK_OF_MALVERN DEBIT CLASSIC UNITED_STATES_OF_AMERICA
400877 ALLEGHENY_COUNTY_(PA)_U_S_GOVERNMENT_EMPLOYEES_F.C.U. DEBIT CLASSIC UNITED_STATES_OF_AMERICA
400878 CENTRAL_BERGEN_F.C.U. DEBIT CLASSIC UNITED_STATES_OF_AMERICA
400879 FIRST_FEDERAL_BANK DEBIT CLASSIC UNITED_STATES_OF_AMERICA
400880 RBS_ADVANTA CREDIT PLATINUM UNITED_KINGDOM
400882 BANKINTER_S.A. CREDIT CLASSIC SPAIN
400883 BANKINTER_S.A. CREDIT GOLD/PREM SPAIN
400884 BANCO_DE_LA_PEQUENA_Y_MEDIANA_EMPRESA_(BANKPYME) CREDIT CLASSIC SPAIN
400885 FINANZIA_BANCO_DE_CREDITO_S.A. CREDIT CLASSIC SPAIN
400886 VISA_ESPANA N/A N/A SPAIN
